350	0.00446602
350.165	0.00442718
350.496	0.00431068
350.993	0.00415534
351.158	0.00415534
351.489	0.00419417
351.985	0.00423301
352.15	0.00423301
352.481	0.00419417
352.978	0.0041165
353.143	0.0041165
353.474	0.0041165
353.97	0.0041165
354.135	0.0041165
354.466	0.00415534
354.963	0.00419417
355.128	0.00419417
355.459	0.00423301
355.955	0.00427184
356.12	0.00427184
356.451	0.00419417
356.948	0.00415534
357.113	0.00415534
357.444	0.00415534
357.94	0.00419417
358.105	0.00423301
358.436	0.00434951
358.933	0.00446602
359.098	0.00450485
359.429	0.00454369
359.925	0.00458252
360.09	0.00458252
360.421	0.00458252
360.918	0.00462136
361.083	0.00462136
361.414	0.00469903
361.91	0.0047767
362.075	0.00481553
362.406	0.00485437
362.903	0.0048932
363.068	0.0048932
363.399	0.00481553
363.895	0.00469903
364.06	0.00469903
364.391	0.0047767
364.888	0.00485437
365.053	0.00485437
365.384	0.00481553
365.88	0.00469903
366.045	0.00466019
366.376	0.00454369
366.873	0.00438835
367.038	0.00438835
367.369	0.00438835
367.865	0.00438835
368.03	0.00434951
368.361	0.00431068
368.858	0.00423301
369.023	0.00419417
369.354	0.0041165
369.85	0.004
370.015	0.004
370.346	0.00403883
370.843	0.00407767
371.008	0.0041165
371.339	0.00419417
371.835	0.00427184
372	0.00431068
372.331	0.00434951
372.828	0.00442718
372.993	0.00446602
373.324	0.00458252
373.82	0.00473786
373.985	0.00473786
374.316	0.00473786
374.813	0.00469903
374.978	0.00469903
375.309	0.00462136
375.805	0.00450485
375.97	0.00446602
376.301	0.00438835
376.798	0.00431068
376.963	0.00427184
377.294	0.00415534
377.79	0.00403883
377.955	0.00403883
378.286	0.00407767
378.783	0.0041165
378.948	0.00415534
379.279	0.00419417
379.775	0.00423301
379.94	0.00427184
380.271	0.00427184
380.768	0.00431068
380.933	0.00434951
381.264	0.00450485
381.76	0.00469903
381.925	0.00473786
382.256	0.0047767
382.753	0.0047767
382.918	0.0047767
383.249	0.00469903
383.745	0.00462136
383.91	0.00458252
384.241	0.00454369
384.738	0.00450485
384.903	0.00454369
385.234	0.00473786
385.73	0.00493204
385.895	0.00493204
386.226	0.00473786
386.723	0.00454369
386.888	0.00450485
387.219	0.00454369
387.715	0.00454369
387.88	0.00454369
388.211	0.00446602
388.708	0.00438835
388.873	0.00442718
389.204	0.00454369
389.7	0.00466019
389.865	0.00466019
390.196	0.00454369
390.693	0.00446602
390.858	0.00446602
391.189	0.00458252
391.685	0.00473786
391.85	0.00473786
392.181	0.00469903
392.678	0.00469903
392.843	0.00469903
393.174	0.0047767
393.67	0.00485437
393.836	0.0048932
394.166	0.0048932
394.663	0.0048932
394.828	0.0048932
395.159	0.00493204
395.655	0.00500971
395.821	0.00500971
396.151	0.00504854
396.648	0.00512621
396.813	0.00512621
397.144	0.00512621
397.64	0.00512621
397.806	0.00508738
