493.868	0
495.926	0.000865676
497.966	0.00180349
500.023	0.000865676
505.942	0
510.04	0.000865676
511.861	0.00180349
513.9	0.00266917
515.958	0.00360698
520.056	0.00541047
521.877	0.00627615
525.974	0.00541047
533.933	0.00627615
538.03	0.00541047
541.909	0.00447266
546.007	0.00360698
548.046	0.00266917
549.867	0.00180349
556.023	0.000865676
558.062	0.00266917
559.883	0.00360698
561.941	0.00541047
563.981	0.00721397
566.039	0.00901746
567.86	0.0126244
569.9	0.0152936
571.957	0.0189006
573.997	0.0243111
576.055	0.0297215
577.876	0.0369355
579.916	0.045953
581.974	0.0549704
584.013	0.0667292
586.071	0.0793536
587.892	0.0955851
589.932	0.112682
591.99	0.132521
594.029	0.1551
595.85	0.182153
597.908	0.208267
599.948	0.242534
602.006	0.270524
604.045	0.320084
605.867	0.364305
607.924	0.409393
609.964	0.458953
612.022	0.511254
614.062	0.559948
615.883	0.600563
617.941	0.632088
619.98	0.658274
622.038	0.670899
623.859	0.676309
625.899	0.678979
627.957	0.678113
629.996	0.669095
632.054	0.658274
633.875	0.643846
635.915	0.627615
637.973	0.60958
640.012	0.587938
641.834	0.561752
643.891	0.53203
645.931	0.500433
647.989	0.464363
650.029	0.42649
651.85	0.389554
653.908	0.349877
655.947	0.30479
658.005	0.267782
660.045	0.241668
661.866	0.218222
663.924	0.186625
665.963	0.156904
668.021	0.137065
669.842	0.125307
671.882	0.11362
673.94	0.0964507
675.979	0.0838263
678.037	0.0766123
679.858	0.0730053
681.898	0.0675949
683.956	0.0595152
685.996	0.0513634
688.053	0.045953
689.875	0.0441495
691.914	0.0414803
693.972	0.0378733
696.012	0.0324628
697.833	0.0297215
699.891	0.0288559
701.93	0.027918
703.988	0.0270524
706.028	0.0243111
714.004	0.0216419
716.044	0.0207041
719.923	0.0189006
724.021	0.0180349
725.842	0.0170971
727.881	0.0162314
729.939	0.0144279
731.979	0.0134901
741.995	0.0144279
744.053	0.0152936
747.914	0.0162314
749.971	0.0170971
753.832	0.0180349
757.93	0.0189006
759.988	0.0198384
763.848	0.0207041
765.906	0.0216419
767.946	0.0225076
773.864	0.0234454
777.962	0.0225076
787.978	0.0216419
797.994	0.0207041
800.052	0.0216419
803.913	0.0225076
805.971	0.0234454
808.01	0.0243111
811.889	0.0252489
819.848	0.0261146
836.019	0.0270524
837.84	0.0261146
839.88	0.0252489
841.938	0.0225076
843.977	0.0189006
846.035	0.0162314
847.856	0.0144279
849.896	0.0134901
853.993	0.0126244
865.831	0.0116866
902.034	0.0108209
911.814	0.0116866
931.846	0.0126244
938.001	0.0116866
958.034	0.0108209
965.992	0.0116866
983.985	0.0126244
1027.91	0.0116866
1032.01	0.0108209
1037.93	0.00988313
1042.02	0.00901746
1050	0.00807964
